dts,rr10,rr25,bf10,bf25,S,F,r,q
2011-03-14,4.14,2.225,1.705,0.5325,1.6598,1.6716,4.425,0.25
2011-03-15,4.645,2.5275,1.73,0.555,1.6653,1.6771,8.355,0.22
2011-03-16,4.85,2.6375,1.905,0.5575,1.6756,1.687,8.37,0.22
2011-03-17,6.4,3.4725,2.045,0.6025,1.678,1.6905,3.65,0.22
2011-03-18,6.365,3.4525,2.265,0.64,1.6655,1.6772,2.23,0.22
2011-03-21,6.2525,3.365,2.065,0.5925,1.666,1.6766,11.08,0.22
2011-03-22,6.0675,3.28,2.1075,0.5875,1.6598,1.6692,6.42,0.22
2011-03-23,5.9875,3.245,2.1475,0.6,1.6604,1.67,6.76,0.22
2011-03-24,5.8725,3.1825,2.17,0.6025,1.6594,1.6695,6.48,0.22
2011-03-25,5.7925,3.15,2.1725,0.5975,1.662,1.6697,7.97,0.22
2011-03-28,5.8675,3.1575,2.14,0.615,1.6629,1.6722,8.255,0.22
2011-03-29,5.7425,3.1025,2.1625,0.6025,1.6463,1.6555,3.905,0.22
2011-03-30,5.2825,2.86,2.1975,0.5825,1.6288,1.6384,6.535,0.22
2011-03-31,5.1125,2.775,2.2075,0.5925,1.6318,1.6418,7.555,0.22
2011-04-01,4.7975,2.605,2.195,0.585,1.607,1.6159,24.615,0.22
2011-04-04,4.6325,2.5075,2.29,0.605,1.6073,1.6219,26.59,0.22
2011-04-05,4.365,2.3625,2.24,0.5875,1.6096,1.6182,5.88,0.21
2011-04-06,4.5925,2.465,2.2175,0.6025,1.6144,1.6215,9.02,0.21
2011-04-07,3.9475,2.1325,1.9725,0.5475,1.5863,1.5916,1.61,0.2
2011-04-08,3.435,1.855,1.9675,0.54,1.5689,1.5742,2.15,0.2
2011-04-11,3.36,1.8325,2.04,0.5375,1.5833,1.5892,5.995,0.2
2011-04-12,3.53,1.93,2.04,0.545,1.5947,1.5878,7.78,0.19
2011-04-13,3.85,2.11,2.065,0.5475,1.5865,1.5938,1.62,0.19
2011-04-14,3.81,2.0925,2.055,0.5425,1.5782,1.5851,2.495,0.19
2011-04-15,3.8425,2.0875,1.9725,0.545,1.5762,1.583,9.185,0.19
2011-04-18,4.1475,2.2475,2.0425,0.5725,1.59,1.5963,2.82,0.19
2011-04-19,3.8225,2.07,1.9875,0.545,1.5763,1.5825,-0.27,0.19
2011-04-20,3.4375,1.855,2.015,0.54,1.5663,1.5715,1.67,0.19
2011-04-25,3.5925,1.9425,2.0775,0.5625,1.5688,1.5745,0.68,0.22
2011-04-26,3.7025,2,1.9975,0.5475,1.5621,1.5678,2.59,0.19
2011-04-27,3.7275,2.0175,2.0075,0.555,1.5665,1.5703,3.74,0.19
2011-04-28,3.8925,2.105,1.985,0.55,1.578,1.5779,1.25,0.19
2011-04-29,4.3025,2.35,1.995,0.5725,1.5754,1.5785,2.8,0.19
2011-05-02,4.0825,2.2175,2.005,0.555,1.5893,1.5927,0.74,0.19
2011-05-03,4.4925,2.44,1.9875,0.5675,1.5876,1.596,6.59,0.19
2011-05-04,4.7275,2.5675,2.0425,0.57,1.6182,1.6267,13.47,0.19
2011-05-05,6.03,3.2525,2.08,0.6325,1.622,1.6325,10.36,0.18
2011-05-06,5.6275,3.0425,2.0475,0.6175,1.6149,1.623,10.735,0.18
2011-05-09,5.31,2.8675,2.1225,0.6075,1.6141,1.6243,3.925,0.18
2011-05-10,5.0425,2.7275,2.0625,0.5975,1.6037,1.6135,3.74,0.17
2011-05-11,4.8725,2.635,2.0625,0.5925,1.6218,1.6318,9.82,0.17
2011-05-12,5.3525,2.885,2.06,0.5975,1.6198,1.6309,9.995,0.17
2011-05-13,5.42,2.9225,2.06,0.6025,1.6362,1.6489,6.94,0.17
2011-05-16,5.5325,2.985,2.0125,0.5825,1.6348,1.6467,11.75,0.17
2011-05-17,5.5275,2.985,2.0425,0.59,1.6156,1.6269,5.445,0.17
2011-05-18,5.3275,2.8825,2.025,0.585,1.6096,1.622,9.11,0.16
2011-05-19,5.2625,2.835,1.9875,0.575,1.6163,1.6271,5.145,0.16
2011-05-20,5.515,2.98,2,0.5925,1.6228,1.6225,4.97,0.16
2011-05-23,5.885,3.175,1.9925,0.5925,1.6332,1.6437,8.315,0.16
2011-05-24,6.0725,3.275,1.8775,0.5825,1.6241,1.6331,8.43,0.16
2011-05-25,6.295,3.405,1.9325,0.5975,1.6292,1.6377,4.475,0.16
2011-05-26,5.8325,3.145,1.9275,0.575,1.6151,1.626,10.775,0.155
2011-05-27,5.8725,3.17,1.9275,0.5775,1.5945,1.6048,3.695,0.15
2011-05-30,5.9075,3.1925,1.94,0.5775,1.5944,1.5989,0.685,0.13
2011-05-31,5.6675,3.065,1.965,0.5975,1.5801,1.5911,8.075,0.145
2011-06-01,5.5125,2.98,1.9125,0.5825,1.5942,1.604,10.29,0.14
2011-06-02,5.6625,3.065,1.9125,0.5825,1.575,1.5852,4.8,0.14
2011-06-03,5.6775,3.085,1.9375,0.5925,1.5763,1.5871,6.3,0.13
2011-06-06,5.7725,3.13,1.9425,0.5925,1.5843,1.5934,12.34,0.13
2011-06-07,5.5975,3.0325,1.9275,0.5925,1.5798,1.5899,8.42,0.13
2011-06-08,5.6575,3.06,1.9175,0.5925,1.5815,1.5911,8.95,0.14
2011-06-09,5.6925,3.0825,1.9225,0.5925,1.5832,1.5938,3.235,0.14
2011-06-10,5.6825,3.085,1.9,0.6,1.597,1.6073,5.745,0.13
2011-06-13,6.065,3.2925,1.95,0.6175,1.5832,1.5943,3.89,0.13
2011-06-14,5.92,3.2175,1.9575,0.6125,1.5837,1.5947,11.115,0.13
2011-06-15,6.185,3.355,1.9475,0.6125,1.6002,1.6108,8.885,0.13
2011-06-16,6.57,3.55,1.945,0.6225,1.603,1.6144,3.87,0.13
2011-06-17,6.6475,3.615,1.9825,0.6525,1.5978,1.6091,10.175,0.13
2011-06-20,6.37,3.4775,2.02,0.6525,1.5965,1.6081,9.93,0.13
2011-06-21,5.9225,3.2075,1.99,0.605,1.5862,1.5975,2.025,0.13
2011-06-22,5.84,3.17,1.93,0.6775,1.5909,1.6025,13.285,0.13
2011-06-24,5.7375,3.11,1.96,0.6675,1.6046,1.6167,8.19,0.13
2011-06-27,5.575,3.0225,1.9925,0.6475,1.5944,1.6064,8.445,0.13
2011-06-28,5.3425,2.895,1.99,0.6375,1.5759,1.5874,2.195,0.13
2011-06-29,5.1925,2.81,1.9775,0.6375,1.5677,1.5788,5.725,0.13
2011-06-30,5.215,2.8675,1.9975,0.6725,1.5633,1.5744,7.54,0.13
2011-07-01,5.0675,2.755,1.9125,0.6225,1.556,1.5679,10.77,0.13
2011-07-04,5.12,2.78,1.9175,0.6225,1.5534,1.5629,6.87,0.13
2011-07-05,4.9975,2.7125,1.9525,0.615,1.5648,1.5749,9.13,0.13
2011-07-06,4.9525,2.6875,1.9325,0.61,1.5694,1.58,13.02,0.13
2011-07-07,4.935,2.6725,1.9925,0.6275,1.5538,1.5651,2.115,0.13
2011-07-08,4.7725,2.6525,1.93,0.61,1.5625,1.5749,9.085,0.13
2011-07-11,5.3225,2.8975,2.01,0.6425,1.5775,1.5874,2.805,0.13
2011-07-12,5.93,3.2125,1.945,0.665,1.5791,1.5913,13.085,0.13
2011-07-13,5.8525,3.1925,1.9625,0.665,1.5755,1.5859,8.81,0.13
2011-07-14,5.7875,3.1625,1.925,0.6675,1.5791,1.59,12.265,0.13
2011-07-15,5.6675,3.1075,1.885,0.645,1.5745,1.5861,10.1,0.13
2011-07-18,5.7075,3.115,1.9125,0.655,1.5745,1.5852,1.165,0.13
2011-07-19,5.7225,3.1175,1.8775,0.6575,1.5636,1.573,0.13,0.13
2011-07-20,5.6175,3.0625,1.8825,0.6525,1.5653,1.5745,8.085,0.14
2011-07-21,5.6175,3.0425,1.855,0.6525,1.5526,1.5627,6.83,0.14
2011-07-22,5.3625,2.9325,1.97,0.63,1.552,1.5607,5.68,0.14
2011-07-25,5.3175,2.905,1.9275,0.6225,1.54,1.5473,4.055,0.14
2011-07-26,5.1625,2.8175,1.9975,0.65,1.5391,1.5469,10.61,0.14
2011-07-27,5.8475,3.2275,1.9825,0.6775,1.5555,1.5651,4.18,0.14
2011-07-28,6.13,3.415,2.0775,0.61,1.5672,1.5723,2.555,0.14
2011-07-29,6.4325,3.5125,2.185,0.795,1.5493,1.5619,3.055,0.14
2011-08-01,6.02,3.2925,1.945,0.6675,1.5661,1.5794,12.47,0.15
2011-08-02,6.09,3.3225,1.93,0.6725,1.5673,1.5788,0.785,0.16
2011-08-03,6.2225,3.3875,1.96,0.69,1.5603,1.5719,8.82,0.16
2011-08-04,6.3175,3.44,1.935,0.6725,1.5879,1.5989,12.2,0.16
2011-08-05,6.84,3.705,1.8875,0.72,1.5761,1.587,2.24,0.16
2011-08-08,8.56,4.6825,2.0025,0.7675,1.6263,1.6401,11.155,0.16
2011-08-09,10.1725,5.625,1.9625,0.8225,1.589,1.6032,-16.545,0.16
2011-08-10,11.265,6.1075,1.565,1.255,1.625,1.638,7.785,0.16
2011-08-11,11.0725,6.035,1.9825,1.0475,1.6257,1.643,18.775,0.17
2011-08-12,10.0025,5.4475,2.06,0.985,1.6117,1.6244,19.14,0.16
2011-08-15,9.77,5.3175,2.035,0.9775,1.5889,1.6007,6.435,0.17
2011-08-16,9.655,5.2575,2.06,0.9725,1.5901,1.6011,5.835,0.17
2011-08-17,9.37,5.1075,1.9225,0.9725,1.588,1.5969,12.255,0.18
2011-08-18,9.52,5.1725,2.0575,0.94,1.5991,1.6101,6.485,0.16
2011-08-19,9.4375,5.1675,2.0375,0.955,1.5996,1.6114,5.525,0.17
2011-08-22,9.245,5.0425,2.095,0.9225,1.6078,1.6176,9.49,0.175
2011-08-23,9.41,5.1725,2.115,0.9275,1.5968,1.606,1.75,0.18
2011-08-24,9.93,5.4225,2.015,0.9875,1.6137,1.6217,5.78,0.185
2011-08-25,10.3175,5.615,1.98,1.02,1.6094,1.6187,3.49,0.195
2011-08-26,9.59,5.2375,2.0425,0.98,1.6033,1.6108,5.015,0.195
2011-08-29,8.95,4.8725,2.1,0.9225,1.5914,1.6027,3.63,0.195
2011-08-30,8.78,4.7775,2.105,0.9025,1.5951,1.6044,14.03,0.195
2011-08-31,8.715,4.7175,2.1575,0.9,1.5896,1.598,9.965,0.195
2011-09-01,9.38,5.1075,2.0525,0.96,1.6197,1.6305,8.31,0.195
2011-09-02,9.905,5.4725,2.06,0.9525,1.641,1.6542,8.67,0.195
2011-09-05,10.045,5.4725,2.1,1.0025,1.6452,1.6585,3.35,0.195
2011-09-06,10.5325,5.6225,2.115,0.9875,1.6571,1.6697,9.52,0.195
2011-09-08,10.33,5.525,2.0325,1.01,1.6602,1.6734,13.525,0.195
2011-09-09,10.87,5.9575,1.965,1.1025,1.6741,1.6863,7.795,0.195
2011-09-12,11.41,6.2625,2.1975,1.1,1.7026,1.7162,9.005,0.195
2011-09-13,11.065,6.0475,2.19,1.0625,1.7099,1.7234,6.505,0.195
2011-09-14,11.34,6.18,2.2325,1.0675,1.7144,1.7281,5.255,0.195
2011-09-15,11.04,6.105,2.2175,1.01,1.7069,1.7196,7.785,0.195
2011-09-16,11.18,6.1175,2.2675,1.065,1.7331,1.7467,17.885,0.195
2011-09-19,12.185,6.6075,2.65,1.0925,1.7976,1.8091,21.485,0.195
2011-09-20,12.22,6.5875,2.9575,1.0975,1.7855,1.7998,5.86,0.195
2011-09-21,15.49,8.485,3.2725,1.3225,1.8756,1.8921,34.01,0.195
2011-09-22,16.1125,8.625,3.6675,1.1775,1.9055,1.9182,13.515,0.195
2011-09-23,15.6975,8.455,3.305,1.3125,1.8339,1.8461,11.78,0.18
2011-09-26,16.075,8.9475,3.075,1.365,1.8242,1.8373,10.2,0.205
2011-09-27,16.795,9.05,3.1325,1.5125,1.8059,1.8199,12.135,0.205
2011-09-28,17.085,9.175,3.005,1.48,1.8408,1.8545,12.21,0.205
2011-09-29,18.0025,9.4275,3.1825,1.315,1.8403,1.8565,11.43,0.205
2011-09-30,17.775,9.5125,3.08,1.4375,1.8793,1.8948,11.175,0.205
2011-10-03,18.0475,9.7175,3.2725,1.4075,1.8911,1.9068,7.225,0.195
2011-10-04,18.2425,9.825,3.355,1.4075,1.8581,1.8737,2.06,0.205
2011-10-05,17.4625,9.4675,3.4325,1.3975,1.8327,1.8478,7.4,0.205
2011-10-06,16.5275,8.9175,3.265,1.3375,1.7811,1.7965,6.45,0.205
2011-10-07,16.985,9.275,3.38,1.3575,1.7715,1.7853,3.425,0.205
2011-10-10,15.64,8.4925,3.4825,1.2625,1.7632,1.7792,19.09,0.205
2011-10-11,15.375,8.345,3.59,1.2225,1.7759,1.7887,18.375,0.205
2011-10-13,14.66,7.975,3.73,1.16,1.751,1.7659,13.495,0.205
2011-10-14,13.505,7.355,3.84,1.085,1.7328,1.747,12.43,0.205
2011-10-18,15.1525,7.965,3.485,1.2675,1.7543,1.7664,4.13,0.205
2011-10-19,14.1375,7.62,3.515,1.13,1.774,1.7864,9.645,0.205
2011-10-20,15.26,8.23,3.455,1.2,1.7809,1.7951,4.165,0.205
2011-10-21,15.06,8.155,3.47,1.205,1.7755,1.7858,3.8,0.205
2011-10-24,14.535,7.905,3.305,1.1975,1.7506,1.7633,8.55,0.205
2011-10-25,14.6425,7.9625,3.405,1.1975,1.7658,1.778,11.2,0.205
2011-10-26,13.7325,7.44,3.52,1.11,1.7586,1.7693,8.51,0.205
2011-10-27,11.325,6.16,3.31,0.92,1.7099,1.7219,8.975,0.205
2011-10-28,11.05,6.025,3.3925,0.9175,1.6721,1.6843,8.7,0.205
2011-10-31,11.8925,6.5,3.385,0.99,1.7157,1.7309,10.17,0.205
2011-11-01,13.9825,7.6425,3.595,1.0725,1.7449,1.7579,3.335,0.205
2011-11-03,12.4275,6.7775,3.69,0.945,1.7375,1.7495,3.84,0.205
2011-11-04,11.78,6.4475,3.8825,0.94,1.7517,1.7659,11.755,0.205
2011-11-07,11.57,6.3175,3.6525,0.915,1.7477,1.7607,5.115,0.205
2011-11-08,10.195,5.5725,3.6425,0.8325,1.7325,1.7457,2.315,0.205
2011-11-09,10.6775,5.8625,3.6525,0.8675,1.7789,1.7926,8.67,0.205
2011-11-10,10.355,5.6775,3.7275,0.8425,1.7616,1.7757,4.11,0.205
2011-11-11,10.215,5.5875,3.71,0.855,1.7435,1.7555,6.285,0.205
2011-11-14,9.66,5.2725,3.655,0.8025,1.7669,1.7807,15.4,0.215
2011-11-16,9.4975,5.22,3.0925,0.8175,1.7701,1.783,6.285,0.215
2011-11-17,9.1825,5.0375,3.055,0.785,1.7795,1.7943,17.085,0.215
2011-11-18,9.1925,5.055,3.0575,0.7975,1.7865,1.7999,14.385,0.24
2011-11-21,10.6825,5.8775,2.95,0.87,1.8069,1.8217,13.035,0.215
2011-11-22,10.4175,5.7275,2.91,0.8425,1.8183,1.8327,11.56,0.215
2011-11-23,11.815,6.35,2.8075,0.9425,1.8662,1.8817,12.675,0.215
2011-11-24,11.695,6.4925,2.875,0.9,1.898,1.912,11.705,0.215
2011-11-25,12.73,6.99,2.79,0.9875,1.8917,1.9047,7.105,0.215
2011-11-28,12.0525,6.625,2.89,0.955,1.8547,1.8671,7.005,0.215
2011-11-29,11.095,6.0975,2.89,0.9,1.8454,1.8603,8.35,0.225
2011-11-30,10.3825,5.705,2.935,0.8825,1.8085,1.8339,11.21,0.225
2011-12-01,10.42,5.7325,2.9775,0.9025,1.8001,1.8137,10.505,0.27
2011-12-02,10.435,5.745,2.885,0.9075,1.7907,1.8049,6.015,0.225
2011-12-05,10.51,5.795,2.88,0.905,1.7859,1.801,5.115,0.225
2011-12-06,10.485,5.7525,2.8625,0.9025,1.7915,1.804,4.08,0.235
2011-12-07,10.42,5.745,2.8475,0.8975,1.7996,1.8122,8.945,0.235
2011-12-08,10.735,5.915,2.845,0.91,1.8243,1.8373,17.935,0.235
2011-12-09,11.03,6.09,2.945,0.935,1.7981,1.8129,1.035,0.235
2011-12-12,11.455,6.295,2.7675,0.9375,1.844,1.861,18.505,0.235
2011-12-13,12.435,6.8525,2.755,1.0225,1.8638,1.8686,23.295,0.235
2011-12-14,13.4575,7.4225,2.8025,1.105,1.8799,1.8941,8.63,0.245
2011-12-15,13.145,7.235,2.73,1.085,1.8602,1.8745,5.215,0.245
2011-12-16,12.9875,6.975,2.58,1.045,1.8513,1.8653,7.215,0.245
2011-12-19,13.095,7.23,2.5625,1.13,1.8673,1.8817,11.24,0.245
2011-12-20,13.2025,7.115,2.405,1.1,1.846,1.8583,11.565,0.24
2011-12-21,12.965,7.1725,2.4325,1.1425,1.8597,1.8722,7.825,0.245
2011-12-22,12.905,7.1125,2.4625,1.135,1.856,1.8679,5.735,0.245
2011-12-23,12.69,6.95,2.1875,1.18,1.8571,1.8713,8.87,0.245
2011-12-26,12.5275,6.89,2.1425,1.17,1.8582,1.87,6.295,0.245
2011-12-27,12.6,6.9325,2.105,1.1875,1.8605,1.8735,8.89,0.245
2011-12-28,12.915,7.1025,2.1675,1.2125,1.8736,1.8871,9.155,0.255
2011-12-29,12.7875,7.1625,2.205,1.165,1.8669,1.8798,5.01,0.255
2011-12-30,12.045,6.84,2.33,1.0825,1.8668,1.8806,5.37,0.255
2012-01-02,12.0625,6.835,2.2375,1.0825,1.8714,1.8855,7.5,0.255
2012-01-03,10.645,6.0025,2.57,0.9475,1.8307,1.8437,7.21,0.255
2012-01-04,10.8175,6.1075,2.7175,0.975,1.8326,1.8447,14.47,0.255
2012-01-05,9.075,5.1,2.735,0.8325,1.8432,1.8584,16.72,0.255
2012-01-06,9.205,5.175,2.77,0.8575,1.8566,1.8714,11.005,0.255
2012-01-09,8.995,5.06,2.58,0.8475,1.8332,1.8485,8.39,0.255
2012-01-10,8.8075,4.95,2.535,0.825,1.7996,1.8145,7.175,0.255
2012-01-11,8.7375,4.905,2.585,0.835,1.8025,1.8174,8.885,0.255
2012-01-12,8.04,4.4225,2.57,0.78,1.7796,1.7941,7.155,0.245
2012-01-13,7.975,4.4375,2.555,0.78,1.7863,1.8005,5.395,0.245
2012-01-16,7.885,4.38,2.515,0.76,1.7861,1.8018,4.805,0.235
2012-01-17,7.75,4.305,2.5575,0.7675,1.7873,1.8029,14.205,0.235
2012-01-18,7.555,4.205,2.5575,0.755,1.7671,1.7809,7.21,0.235
2012-01-19,7.39,4.105,2.5,0.74,1.765,1.7786,6.685,0.235
2012-01-20,7.6975,4.2725,2.5275,0.7775,1.7552,1.7681,6.13,0.235
2012-01-23,7.27,3.99,2.515,0.74,1.755,1.7681,7.72,0.235
2012-01-24,7.4625,4.1,2.575,0.7675,1.7585,1.7716,9.35,0.235
2012-01-25,7.5325,4.1375,2.575,0.7725,1.762,1.7745,9.62,0.225
2012-01-26,7.29,3.99,2.5125,0.745,1.7491,1.7633,10.645,0.225
2012-01-27,7.4525,4.1075,2.5975,0.78,1.737,1.7489,8.15,0.225
2012-01-30,7.4675,4.1,2.59,0.765,1.7488,1.7599,5.055,0.225
2012-01-31,7.5675,4.1575,2.59,0.7725,1.7468,1.7606,12.135,0.225
2012-02-01,7.3675,4.07,2.485,0.7675,1.7343,1.7475,9.915,0.225
2012-02-02,7.24,3.995,2.435,0.745,1.7189,1.7321,6.1,0.225
2012-02-03,7.245,4,2.45,0.745,1.7179,1.7302,5.14,0.225
2012-02-06,7.275,4.0275,2.4725,0.7575,1.7257,1.7378,8.89,0.225
2012-02-07,7.42,4.11,2.5175,0.78,1.7256,1.7373,9.83,0.215
2012-02-08,7.3425,4.0625,2.4325,0.7675,1.7206,1.7339,6.565,0.215
2012-02-09,7.35,4.0675,2.4375,0.7725,1.7169,1.7289,3.12,0.215
2012-02-10,7.465,4.125,2.355,0.765,1.7224,1.7354,10.15,0.205
2012-02-13,7.24,4,2.335,0.765,1.7163,1.7294,9.555,0.205
2012-02-14,7.965,4.405,2.255,0.825,1.7247,1.7367,14.66,0.205
2012-02-15,7.97,4.405,2.26,0.83,1.7285,1.7412,9.995,0.205
2012-02-16,7.535,4.165,2.275,0.785,1.7164,1.731,11.695,0.205
2012-02-17,7.38,4.0875,2.335,0.7925,1.7139,1.7275,9.145,0.205
2012-02-22,7.195,3.975,2.28,0.76,1.706,1.7183,9.3,0.205
2012-02-23,7.195,3.975,2.28,0.76,1.7137,1.7266,15.785,0.205
2012-02-24,7.215,3.98,2.265,0.76,1.71,1.7216,12.265,0.205
2012-02-27,7.21,3.985,2.28,0.765,1.7068,1.7188,11.785,0.205
2012-02-28,7.22,3.995,2.29,0.77,1.6958,1.7084,3.34,0.205
2012-02-29,7.82,4.33,2.3025,0.8125,1.7174,1.7309,6.375,0.205
2012-03-01,7.67,4.2475,2.2675,0.8225,1.7142,1.7319,11.68,0.205
2012-03-02,7.555,4.17,2.255,0.79,1.7304,1.7437,9.095,0.205
2012-03-05,7.65,4.255,2.5825,0.775,1.7395,1.7522,13.715,0.205
2012-03-06,8.095,4.48,2.49,0.715,1.7584,1.7714,4.76,0.205
2012-03-07,9.065,4.98,2.5175,0.7625,1.7661,1.7795,10.19,0.205
2012-03-08,8.9025,5.0425,2.4975,0.77,1.7607,1.7736,6.56,0.205
2012-03-09,9.115,5.2325,2.44,0.8,1.7912,1.8047,9.285,0.205
2012-03-12,10.7,6.0825,2.46,0.8875,1.7969,1.8111,6.965,0.205
2012-03-13,10.4675,5.9225,2.515,0.9,1.7922,1.8064,9.885,0.205
2012-03-14,11.0075,5.925,2.36,0.8575,1.8044,1.8174,4.89,0.21
2012-03-15,9.9675,5.6125,2.4275,0.8825,1.7983,1.8133,8.48,0.21
2012-03-16,9.6925,5.4775,2.365,0.835,1.7998,1.8129,9.045,0.21
2012-03-19,10.2225,5.635,2.3925,0.8625,1.8207,1.8336,12.03,0.21
2012-03-20,10.6875,6.2325,2.2475,0.855,1.8147,1.8277,4.6,0.21
2012-03-21,11.355,6.1375,1.995,1.1175,1.818,1.8308,8.75,0.21
2012-03-22,11.0425,6.1625,2.065,0.9875,1.8192,1.8327,8.57,0.21
2012-03-23,9.72,5.405,2.335,0.9425,1.8102,1.823,8.31,0.21
2012-03-26,9.95,5.3825,2.19,0.9875,1.8172,1.8306,11.84,0.21
2012-03-27,9.955,5.4625,2.19,0.9575,1.822,1.8345,8.1,0.21
2012-03-28,9.7925,5.3125,2.2325,0.97,1.8259,1.8374,10.57,0.21
2012-03-29,9.55,5.1675,2.32,0.925,1.8214,1.8327,6.085,0.21
2012-03-30,9.445,5.1125,2.25,0.9475,1.8268,1.8382,18.17,0.21
2012-04-02,9.2425,4.9925,2.2375,0.9125,1.8323,1.8447,14.635,0.21
2012-04-03,8.6175,4.6425,2.2925,0.8425,1.8246,1.8358,7.595,0.21
2012-04-04,8.355,4.51,2.335,0.8225,1.8264,1.8379,6.525,0.21
2012-04-05,8.335,4.53,2.3425,0.8375,1.8228,1.8338,3.495,0.21
2012-04-09,8.305,4.485,2.3275,0.83,1.8179,1.8292,6.79,0.21
2012-04-10,8.39,4.5275,2.375,0.8425,1.8336,1.8452,6.465,0.21
2012-04-11,8.13,4.3925,2.39,0.8325,1.8356,1.8465,7.515,0.21
2012-04-12,7.9725,4.3025,2.175,0.8,1.8268,1.8382,9.04,0.21
2012-04-13,7.935,4.3125,2.115,0.8025,1.8386,1.8483,9.545,0.21
2012-04-16,7.8725,4.395,2.3825,0.7925,1.8473,1.858,13.525,0.21
2012-04-17,7.73,4.1675,2.315,0.7675,1.8611,1.871,8.93,0.21
2012-04-18,8.86,4.785,2.335,0.8325,1.8786,1.8886,7.45,0.21
2012-04-19,8.535,4.745,2.31,0.78,1.8805,1.8908,3.115,0.21
2012-04-20,7.94,4.2725,2.2475,0.7375,1.8724,1.8839,12.2,0.21
2012-04-23,8,4.3075,2.1375,0.7425,1.8809,1.8927,3.685,0.21
2012-04-24,7.4475,4.03,1.9925,0.6925,1.879,1.8903,7.2,0.21
2012-04-25,7.325,3.9625,2.1925,0.6875,1.88,1.8898,7.33,0.21
2012-04-26,6.905,3.76,2.1425,0.6625,1.8856,1.8971,9.955,0.21
2012-04-27,6.605,3.5925,2.1375,0.6525,1.8878,1.9003,10.49,0.21
2012-04-30,6.585,3.5825,2.105,0.65,1.9083,1.9197,13.865,0.21
2012-05-02,6.835,3.72,2.0175,0.6525,1.9232,1.9359,8.7,0.21
2012-05-03,7.065,3.8475,2.155,0.68,1.908,1.9211,5.41,0.21
2012-05-04,6.61,3.595,2.1,0.64,1.9276,1.9401,8.145,0.21
2012-05-07,6.57,3.57,2.1,0.635,1.9199,1.9319,2.225,0.21
2012-05-08,6.3325,3.45,2.1225,0.62,1.9402,1.9524,8.99,0.21
2012-05-09,6.945,3.7825,2.0875,0.65,1.9699,1.9818,7.045,0.21
2012-05-10,7.175,3.9075,2.0675,0.66,1.9535,1.9673,10.77,0.21
2012-05-11,7.1825,3.9975,2.1925,0.6375,1.9665,1.98,11.605,0.21
2012-05-14,8.77,4.77,2.015,0.7425,1.9962,2.0081,4.09,0.21
2012-05-15,8.745,4.7625,2.0225,0.7375,2.0019,2.0139,5.92,0.21
2012-05-16,8.5375,4.7475,2.1575,0.695,2.0009,2.0123,5.28,0.22
2012-05-17,8.75,4.7625,2.0175,0.7425,2.0087,2.0218,10.43,0.22
2012-05-18,10.7875,5.7625,1.8925,0.765,2.0238,2.0363,8.105,0.22
2012-05-21,10.92,6.0075,1.8375,0.8575,2.0419,2.0547,5.05,0.22
2012-05-22,10.495,5.7275,1.9425,0.835,2.0907,2.1034,12.19,0.22
2012-05-23,9.825,5.3775,2.15,0.795,2.0326,2.0425,8,0.22
2012-05-24,9.015,4.9375,2.215,0.75,2.0292,2.0402,7.37,0.22
2012-05-25,8.1825,4.475,2.23,0.7125,1.9874,1.9961,5.47,0.22
2012-05-28,8.08,4.495,2.45,0.705,1.983,1.9942,8.75,0.22
2012-05-29,8.0625,4.4125,2.2125,0.71,1.9929,2.0036,7.635,0.22
2012-05-30,8.08,4.4225,2.2225,0.7075,2.0159,2.0274,7.74,0.22
2012-05-31,8.075,4.4175,2.205,0.715,2.0227,2.0358,13.85,0.22
2012-06-01,8.34,4.565,2.2025,0.725,2.0401,2.0522,4.055,0.22
2012-06-04,8.52,4.665,2.1975,0.7325,2.0585,2.071,8.275,0.22
2012-06-05,7.315,4.0025,2.25,0.6725,2.0225,2.037,9.81,0.22
2012-06-06,7.2825,3.995,2.2775,0.6725,2.0328,2.0459,10.755,0.22
2012-06-08,7.245,3.9675,2.2525,0.6675,2.0237,2.0333,4.805,0.22
2012-06-11,7.25,3.985,2.3225,0.665,2.0645,2.0785,12.15,0.22
2012-06-12,7.715,4.2275,2.2575,0.685,2.0684,2.082,7.95,0.22
2012-06-13,7.965,4.3575,2.2425,0.6975,2.0727,2.0845,11.415,0.22
2012-06-14,7.905,4.3275,2.25,0.695,2.0556,2.0694,8.875,0.22
2012-06-15,8.12,4.45,2.2375,0.7075,2.0509,2.0655,11.195,0.22
2012-06-18,7.845,4.2875,2.22,0.7,2.059,2.0716,8.79,0.22
2012-06-19,7.23,3.9575,2.095,0.6525,2.0289,2.0405,3.495,0.22
2012-06-20,6.875,3.7675,2.1125,0.6375,2.0258,2.0374,5.905,0.22
2012-06-21,6.8825,3.7675,2.0475,0.6375,2.0619,2.0753,13.01,0.22
2012-06-22,6.915,3.7825,2.0475,0.6375,2.0665,2.0802,10.26,0.22
2012-06-25,7.02,3.8425,2.0575,0.6375,2.062,2.0745,1.115,0.22
2012-06-26,6.725,3.745,2.2225,0.6075,2.0762,2.0882,8.445,0.22
2012-06-27,6.755,3.7,2.035,0.6275,2.0754,2.0888,2.635,0.22
2012-06-28,6.285,3.4975,2.2425,0.5875,2.0778,2.0928,10.4,0.22
