X,USRINDEX Index,CONSSENT Index,LEI CEXP Index,ADS BCI Index,CFNAI Index,COI TOTL Index,LEI LCI Index,LEI YOY Index,OUSTDIFF Index,PHFFANX0 Index,S5FINL Index,MOODCAVG Index,MOODCBAA Index, MOODCAAA Index,USGG10YR Index,LEI BP Index,NHSLNFS Index,NHSLTOT Index,NMCMFUS Index,NAPMNEWO Index, NAPMINV Index,NAPMPMI Index,CRB RIND Index,ECRSUSCP Index,IPVPTRMH Index,LEI NWCN Index,USCRWTIC Index,DXY Index,GDP CYOY Index,LEI M2 Index,M1% YOY Index,CPI YOY Index,SPX Index,LEI STKP Index,TRAN Index,INJCJC4 Index,LEI AVGW Index,LEI WKIJ Index,NFP T Index,OUST#NEG Index,USESTEMP Index,DLJHYTW Index,LEI IRTE Index,USGG3M Index,USGG5YR Index
1/1/96,0,89.3,78.7,0.0107,-1.2557,83,-0.46,-1.1,88,NA,157.12,7.09,7.46,6.8,5.58,1387,369,714,7,44.1,46.6,45.5,328.45,61.86,0.32,131.47,17.74,87.38,NA,4403.1,-2.4,2.7,636.02,614.42,1946.74,374,39.7,373.9,118303,8,1745.2,9.95,0.09,5.049,5.236
2/1/96,0,88.5,77.8,0.5721,1.0922,83.5,-1.63,0.1,92,NA,159.74,7.27,7.63,6.99,6.098,1420,355,769,7.41,46.1,43.3,45.9,328.84,62.97,0.33,127.48,19.54,86.31,NA,4412.7,-2.5,2.7,640.43,649.54,2051.56,377.25,41.3,375.9,118734,2,1790,9.94,0.59,5.028,5.731
3/1/96,0,93.7,86.2,0.3187,-0.2432,83.7,-1.1,0.4,92,28.2,161.3,7.65,8.04,7.35,6.327,1437,368,721,7.69,49.1,40,46.9,331.11,63.79,0.29,133.55,21.47,86.52,2.6,4430.9,-2.1,2.8,645.5,647.07,2152.1,391,41.1,391.2,119001,3,1794.8,10.23,0.96,5.14,6.086
4/1/96,0,92.7,83,0.6569,0.5063,84,-0.95,0.9,96,NA,158.08,7.81,8.2,7.51,6.67,1463,368,736,7.92,52.3,43.9,49.3,338.08,65.04,0.32,135.38,21.2,88.02,NA,4431.1,-2.1,2.9,654.17,647.17,2205.95,359.25,41.1,359.2,119165,1,1811.4,10.3,1.29,5.154,6.413
5/1/96,0,89.4,79.2,0.7257,0.5798,84.4,-1.52,1.9,98,NA,161.16,7.91,8.3,7.62,6.852,1457,361,746,8.03,51.7,39.2,49.1,342.72,64.16,0.33,137.04,19.76,87.78,NA,4436.8,-2.5,2.9,669.12,661.23,2228,345,41.4,345,119486,0,1829.4,10.34,1.5,5.182,6.631
6/1/96,0,92.4,84,0.3402,0.6488,84.6,-0.98,2.4,98,4.98,162.61,8,8.4,7.71,6.711,1429,355,721,8.29,59.4,43.1,53.6,332.44,62.66,0.31,139.23,20.92,87.82,4,4452.6,-2.5,2.8,670.63,668.5,2181.76,342.75,41.5,342.8,119774,2,1849.6,10.44,1.64,5.157,6.462
7/1/96,0,94.7,86.5,0.1329,-0.0327,84.8,0.11,2.4,98,NA,158.91,7.95,8.35,7.64,6.794,1450,350,770,8.19,51.9,40.8,49.7,340.71,62.5,0.28,139.37,20.42,85.9,NA,4460,-2.9,3,639.95,644.07,2007.96,337,41.4,336.7,120030,0,1865.7,10.46,1.47,5.306,6.566
8/1/96,0,95.3,87.3,0.2975,0.3692,85,-0.91,2.1,96,NA,163.95,7.76,8.18,7.46,6.943,1413,342,826,8.09,54.6,42.2,51.6,347.24,64.77,0.27,138.27,22.25,86.36,NA,4463.4,-3.8,2.9,651.99,662.68,2044.78,333.25,41.5,333.4,120202,1,1884.3,10.36,1.42,5.281,6.725
9/1/96,0,94.7,90.1,0.2348,0.4065,85.3,-1,2,90,6.82,174.81,7.95,8.34,7.66,6.703,1392,330,770,8.16,54.6,43.7,51.1,339.01,63.38,0.28,139.84,24.38,87.94,4.1,4461.3,-4,3,687.31,674.88,2079.02,342.75,41.6,342.7,120427,2,1890.6,9.97,1.53,5.032,6.457
10/1/96,0,96.5,89.9,0.3268,0.0132,85.5,-0.55,2.5,92,NA,187.46,7.68,8.07,7.39,6.339,1358,328,720,7.78,52.9,39.6,50.5,329.17,62.85,0.26,138.6,23.35,87.43,NA,4467.6,-4.5,3,705.27,701.45,2133.56,339,41.4,338.7,120677,1,1878.6,9.98,1.29,5.149,6.067
11/1/96,0,99.2,93.9,0.4277,0.6367,85.8,-1.02,3.2,92,NA,205.11,7.41,7.79,7.11,6.044,1412,330,771,7.52,56.9,42.3,53,337.15,64.66,0.29,139.71,23.75,87.92,NA,4479.4,-4.5,3.3,757.02,735.67,2290.82,337,41.5,336.8,120975,1,1910.6,9.78,0.89,5.125,5.832
12/1/96,0,96.9,91.8,1.0515,0.1208,86,-0.92,3.1,98,7.81,197.34,7.5,7.89,7.2,6.418,1411,322,805,7.64,61.7,44.4,55.2,334.92,64.19,0.31,137.27,25.92,88.12,4.5,4500.1,-4.1,3.3,740.74,743.25,2255.67,353.5,41.7,353.5,121146,1,1927.8,9.58,1.01,5.171,6.21
1/1/97,0,97.4,91.3,1.8072,0.2723,86.5,-1.24,5.7,98,NA,213.25,7.72,8.1,7.42,6.494,1382,308,830,7.88,57,43.2,53.8,339.39,65.05,0.32,139.8,24.15,93.04,NA,4510.4,-3.8,3,786.16,766.22,2324.1,335.5,41.4,335.7,121381,0,1949.2,9.58,1.33,5.147,6.246
2/1/97,0,99.7,94.9,1.2322,1.0638,87,-1.56,6,96,NA,221.31,7.59,7.94,7.31,6.552,1445,301,801,7.65,57.6,41.3,53.1,343.86,63.42,0.33,142.7,20.3,94.89,NA,4513.4,-3.5,3,790.82,798.39,2317.01,317.75,41.6,317.7,121684,0,1974.2,9.4,1.23,5.22,6.387
3/1/97,0,100,93.6,0.4079,0.5254,87.3,-1.13,6.1,96,7.09,205.24,7.84,8.18,7.56,6.903,1436,288,831,7.97,58.6,43.5,53.8,338.46,62.56,0.33,142.14,20.41,94.72,4.6,4525,-4.5,2.8,757.12,792.16,2358.31,319,41.8,318.9,122000,0,2004.2,9.99,1.3,5.322,6.752
4/1/97,0,101.4,92.5,0.2815,0.1523,87.5,-0.15,5.7,98,NA,219.56,7.99,8.34,7.73,6.718,1421,290,744,8.08,56.6,41.4,53.7,333.21,61.51,0.31,144.54,20.21,97.18,NA,4541.7,-5.4,2.5,801.34,763.93,2572.54,327,41.8,331.5,122292,1,2026.3,9.96,1.38,5.233,6.573
5/1/97,0,103.2,96.6,0.4758,0.4111,87.8,-0.74,5.5,98,NA,229.46,7.87,8.2,7.59,6.659,1414,287,760,7.94,62.3,48.1,56.1,336.92,62.14,0.32,142.76,20.88,94.85,NA,4556,-4.7,2.2,848.28,833.09,2684.12,319.25,41.7,319.3,122551,1,2045.8,9.63,1.21,4.94,6.5
6/1/97,0,104.5,98.9,0.5995,0.5235,88.2,-1.01,5.4,98,9.2,241.83,7.68,8.02,7.41,6.5,1402,288,793,7.58,59.4,45.2,54.9,336.32,60.86,0.33,144.05,19.8,95.67,4.3,4569,-4.4,2.3,885.14,876.29,2713.61,325.5,41.5,325.6,122818,1,2057.1,9.51,0.93,5.167,6.383
7/1/97,0,107.1,102.6,0.57,0.8388,88.6,-1.11,6.9,98,NA,270.21,7.42,7.75,7.14,6.011,1440,289,805,7.36,61.3,45.9,57.7,337.71,61.95,0.35,145.7,20.14,99.55,NA,4590.6,-4.1,2.2,954.29,925.29,2992.11,320.25,41.6,313.8,123131,1,2084.6,9.16,0.7,5.233,5.9
8/1/97,0,104.4,100.3,0.7996,0.4289,88.8,-1.31,6.9,96,NA,249.76,7.48,7.82,7.22,6.339,1449,287,815,7.58,60.3,43,56.3,340.15,62.21,0.34,145.33,19.61,99,NA,4620.9,-2.5,2.2,899.47,927.74,2870.17,332.75,41.7,332.8,123092,0,2066.4,9.38,0.76,5.22,6.223
9/1/97,0,106,100.7,0.7998,0.9102,89.2,-0.88,7.5,100,3.53,269.55,7.4,7.71,7.15,6.103,1494,284,840,7.28,55.4,47.2,53.9,336.7,62.44,0.35,146.62,21.18,97.11,4.7,4630.9,-2.6,2.2,947.28,937.02,3179.74,315.25,41.7,315.4,123604,1,2082.6,9.06,0.67,5.1,5.987
10/1/97,0,105.6,102.8,0.5985,0.7011,89.6,-0.16,7.4,100,NA,263.5,7.26,7.57,7,5.831,1499,284,800,7.21,60.9,45,56.4,335.31,62.23,0.36,146.43,21.08,95.64,NA,4644.6,-1.9,2.1,914.62,951.16,3131.46,310.5,41.8,310.7,123945,0,2106.6,9.33,0.53,5.199,5.708
11/1/97,0,107.2,102.3,0.5321,0.9331,90.1,0.27,7,96,NA,273.63,7.13,7.42,6.87,5.874,1469,281,864,7.17,57.4,43.8,55.7,322.17,60.28,0.36,149.25,19.15,97.77,NA,4669.5,-1.2,1.8,955.4,938.92,3199.96,315,41.8,315.1,124251,0,2138.6,9.26,0.36,5.198,5.84
12/1/97,0,102.1,96.1,0.328,0.0739,90.3,0.12,7.2,100,3.66,286.91,7.04,7.33,6.77,5.742,1456,281,793,6.99,57.2,46.2,54.5,307.52,56.79,0.34,147.48,17.64,99.65,4.4,4692.3,-0.8,1.7,970.43,962.37,3256.5,313.25,41.9,313.1,124554,0,2165,9.28,0.31,5.347,5.711
1/1/98,0,106.6,102.2,0.3532,0.4953,90.7,-0.49,6.6,98,NA,278.32,6.89,7.2,6.61,5.505,1555,282,872,7.12,57.1,46.2,53.8,299.25,55.43,0.34,145.8,17.21,100.72,NA,4715.9,-0.7,1.6,980.28,963.36,3309.07,323.5,41.9,323.4,124830,0,2178,9.05,-0.02,5.178,5.379
2/1/98,0,110.4,104.2,0.2226,0.3952,91.1,-1.47,6.2,98,NA,304.08,6.96,7.26,6.68,5.622,1647,281,866,7.09,54.6,46.2,52.9,300.34,54.8,0.35,150.06,15.5,99.83,NA,4755.2,-0.1,1.4,1049.34,1023.74,3364.92,319,41.7,319.1,125026,1,2191.2,9.06,0.06,5.314,5.585
3/1/98,0,106.5,101.9,0.1924,0.0191,91.3,-1.06,6,98,4.37,321.03,7,7.32,6.71,5.654,1605,284,836,7.08,54.9,46,52.9,300.51,55.68,0.35,148.8,15.7,101.5,4.6,4782.4,0.5,1.4,1101.75,1076.83,3577.09,315,41.6,314.9,125177,1,2193.2,9.05,0.16,5.12,5.618
4/1/98,0,108.7,104.3,0.4058,0.3886,91.6,-0.18,5.7,96,NA,325.82,7,7.33,6.71,5.671,1547,287,866,7.22,55.3,46.1,52.2,306.1,55.62,0.36,147.19,15.48,99.71,NA,4805.2,1.2,1.4,1111.75,1112.2,3509.17,311,41.3,309.1,125456,1,2202.8,9.19,0.19,4.973,5.636
5/1/98,0,106.5,101.7,0.0658,0.3911,91.9,-0.13,5.6,94,NA,317.65,6.98,7.3,6.7,5.552,1554,287,887,7.07,51.5,46,50.9,304.38,54.88,0.37,149.37,15.23,100.48,NA,4823,1.3,1.7,1090.82,1108.42,3346.61,313,41.5,313,125862,2,2222.5,9.38,0.16,5.012,5.549
6/1/98,0,105.6,99.3,-0.489,-0.6624,92,0.12,4.3,90,5.41,330.52,6.83,7.13,6.53,5.446,1551,286,923,6.96,50.2,42,48.9,296.2,53.69,0.37,142.66,14.26,101.17,4.1,4853.5,1.1,1.7,1133.84,1108.39,3475.29,338,41.4,338,126080,4,2248.4,9.55,-0.06,5.078,5.467
7/1/98,0,105.2,100,0.3058,-0.6881,92,-0.21,3.3,90,NA,330.11,6.84,7.15,6.55,5.494,1610,285,876,6.97,51.8,44.1,49.2,296.23,53.86,0.33,142.35,14.26,101.14,NA,4862.2,0.8,1.7,1120.67,1156.58,3230.31,324.25,41.4,324.1,126204,5,2247.6,9.48,-0.08,5.075,5.501
8/1/98,0,104.4,98.3,0.8098,1.504,92.6,1.56,3.2,92,NA,253.7,6.83,7.14,6.53,4.976,1654,286,846,6.92,50.9,44.8,49.3,286.63,51.86,0.4,147.05,13.38,100.2,NA,4882.7,0.1,1.6,957.28,1074.63,2752.51,309,41.4,309,126551,1,2266.2,11.05,-0.21,4.825,4.797
9/1/98,0,100.9,93.9,0.3755,-0.0859,92.8,2.59,1.8,94,12.73,258.39,6.75,7.09,6.4,4.42,1577,289,864,6.64,49.4,43.2,48.7,281.9,51.94,0.4,147.23,16.17,96.17,4.1,4934,1.2,1.5,1017.01,1020.64,2644.67,304,41.3,301.4,126774,0,2242.9,11.2,-0.7,4.361,4.216
10/1/98,0,97.4,87.5,0.3774,0.3766,93.2,3.75,0.9,100,NA,289.12,6.77,7.18,6.38,4.605,1719,293,893,6.83,48,47.1,48.7,274.34,49.82,0.42,148.7,14.45,93.68,NA,4965.6,1.9,1.5,1098.67,1032.47,2891.92,312.75,41.4,312.8,126972,0,2280.6,11.76,-0.54,4.318,4.231
11/1/98,0,102.7,94.3,0.3178,0.1136,93.4,1.13,0.9,92,NA,308.58,6.87,7.34,6.41,4.714,1672,292,995,6.78,48.3,44.5,48.2,267.75,49.03,0.44,150.33,11.26,96.2,NA,5007.8,2.3,1.5,1163.63,1144.43,3031.23,316,41.4,315.9,127254,1,2307.2,10.77,0,4.483,4.482
12/1/98,0,100.5,91.9,0.1923,0.2728,93.7,1.36,0.9,98,5.79,314.38,6.72,7.23,6.22,4.648,1742,294,949,6.83,49.7,42.7,46.8,265.32,48.18,0.42,150.18,12.09,94.17,5,5038.6,2.2,1.6,1229.23,1190.05,3149.31,316,41.5,317.2,127601,0,2334.8,11.01,-0.03,4.452,4.54
1/1/99,0,103.9,95.7,0.3548,0.1677,93.8,-0.16,0.8,90,NA,320.57,6.76,7.29,6.24,4.651,1732,284,875,6.74,52.4,42.7,50.6,260.55,48.6,0.43,151.99,12.76,96.08,NA,5054.5,2.2,1.7,1279.64,1248.77,3202.37,325,41.3,324.9,127726,2,2357.1,10.86,0.09,4.452,4.548
2/1/99,0,108.1,103.6,0.2982,0.6172,94.3,0.18,0.2,94,NA,324.46,6.89,7.39,6.4,5.287,1720,285,848,6.89,55,43.5,51.7,253.89,48.6,0.42,153.72,12.28,98.71,NA,5084.2,1.8,1.6,1238.33,1246.58,3207.43,301.5,41.3,301.2,128137,1,2387.4,11.08,0.24,4.67,5.221
3/1/99,0,105.7,99,-0.0218,-0.1335,94.4,-0.05,0.1,88,3.4,336.32,7.07,7.53,6.63,5.242,1665,289,863,6.98,55.9,43.7,52.4,256.83,49.6,0.42,151.7,16.76,100.1,4.8,5092.1,1.9,1.7,1286.37,1281.66,3299.04,302.75,41.3,302.7,128244,3,2403.8,11,0.42,4.475,5.102
4/1/99,0,104.6,97.4,0.2449,0.0463,94.5,-0.1,0.5,92,NA,358.64,7.05,7.48,6.64,5.348,1600,290,918,6.93,54,46.8,52.3,250.35,52.34,0.43,151.84,18.66,101,NA,5100,2.3,2.3,1335.18,1334.76,3647.29,305,41.4,304.7,128620,3,2422.8,10.61,0.44,4.535,5.213
5/1/99,0,106.8,97.6,0.2445,0.7462,94.9,-0.11,0.4,94,NA,338.35,7.32,7.72,6.93,5.622,1640,295,888,7.23,57.8,43.6,54.3,247.4,52.58,0.43,152.17,16.84,102.28,NA,5119.7,2.3,2.1,1301.84,1332.07,3415.7,303,41.4,303,128831,3,2438.8,11.02,0.8,4.627,5.584
6/1/99,0,107.3,99.8,0.157,-0.1838,95.1,0.61,1.4,90,2.88,351.79,7.62,8.02,7.23,5.78,1702,295,923,7.63,59.4,44.7,55.8,251.66,54.11,0.4,151.31,19.29,102.85,4.6,5145.7,2.1,2,1372.71,1322.55,3404.36,294,41.3,290,129092,1,2450.7,11.18,1.14,4.779,5.646
7/1/99,0,106,99.2,0.3371,0.3085,95.3,0.61,1.5,94,NA,329.45,7.57,7.95,7.19,5.903,1682,297,900,7.7,54.6,44.9,53.6,254.53,55.93,0.44,151.4,20.53,99.75,NA,5159.5,2.2,2.1,1328.72,1380.99,3333.24,300.75,41.4,300.9,129411,1,2479,11.34,0.8,4.745,5.791
8/1/99,0,104.5,98.4,0.1065,0.4239,95.6,1.32,1.5,98,NA,313.96,7.77,8.15,7.4,5.97,1671,298,893,7.8,57.5,46.2,54.8,257.17,56.23,0.43,153.43,22.11,99.95,NA,5173.8,2.2,2.3,1320.41,1327.49,3076.1,290.75,41.5,290.5,129577,0,2481.3,11.63,0.87,4.967,5.865
9/1/99,0,107.2,101.5,0.3626,-0.2428,95.7,1.03,2.1,100,2.5,297.14,7.78,8.2,7.4,5.877,1551,301,826,7.7,63.5,43.8,57,264.59,57.77,0.43,152.38,24.51,98.54,4.6,5175.1,1.6,2.6,1282.71,1318.17,2909.16,289.5,41.5,294.3,129791,0,2474.3,11.9,0.7,4.851,5.754
10/1/99,0,103.2,97.1,0.873,1.1722,96.2,1.64,3,100,NA,346.17,7.93,8.38,7.55,6.024,1649,303,872,7.96,61.3,48,57.2,268.41,57.14,0.47,155.82,21.75,99.06,NA,5190.5,1.5,2.6,1362.93,1300.01,3058.98,285.75,41.4,285.8,130191,0,2550.2,12.13,0.91,5.088,5.946
11/1/99,0,107.2,101,0.7556,0.5381,96.7,-0.19,3.4,100,NA,328.84,7.73,8.15,7.36,6.191,1672,305,863,7.75,63.1,49.7,58.1,271.69,58.17,0.45,152.96,24.59,101.99,NA,5212.9,1.6,2.6,1388.91,1391,2909.72,281.75,41.4,281.8,130483,0,2573,11.93,0.61,5.301,6.113
12/1/99,0,105.4,101.1,0.4974,0.8167,97.1,-0.31,3.9,100,2.43,321.72,7.87,8.19,7.55,6.442,1683,308,873,8.06,60.3,49,57.8,268.88,58.35,0.45,154.8,25.6,101.87,4.7,5228.7,2.4,2.7,1469.25,1428.68,2977.2,278.25,41.4,278.3,130778,0,2605.4,11.91,0.98,5.328,6.344
1/1/00,0,112,108.6,-0.0199,0.4234,97.5,-0.4,4.7,96,NA,311.09,8.06,8.33,7.78,6.665,1727,311,873,8.25,60.4,52.8,56.7,264.21,59.74,0.47,158.01,27.64,105.13,NA,5242.7,2.2,2.7,1394.46,1425.59,2571.65,289,41.5,289.3,131009,1,2618.9,12.2,1.21,5.692,6.683
2/1/00,0,111.3,107.8,0.0715,-0.2814,97.5,-0.14,3.4,94,NA,276.92,7.96,8.29,7.68,6.409,1692,299,856,8.31,58.7,44.9,55.8,258.48,59.63,0.47,150.26,30.43,105.92,NA,5241.8,1.1,3.2,1366.42,1388.87,2388.86,293.75,41.5,293.9,131139,0,2623.1,12.3,0.79,5.781,6.595
3/1/00,0,107.1,101.7,0.5362,0.6666,97.9,0.19,4.5,94,5.18,327.62,7.99,8.37,7.68,6.004,1651,313,900,8.23,56.2,47.5,54.9,258.51,58.96,0.46,155.02,26.9,105.44,4.2,5252.5,0.9,3.8,1498.58,1442.21,2763.24,269.75,41.4,269.7,131606,0,2643.6,12.85,0.41,5.871,6.314
4/1/00,0,109.2,103.7,0.3503,0.7305,98.3,1.67,4.4,88,NA,316.76,7.98,8.4,7.64,6.212,1597,305,841,8.13,55.4,46.1,54.7,256.54,57.49,0.46,156.14,25.74,110.14,NA,5318.4,1.1,3.1,1452.43,1461.36,2850.01,273,41.6,272.9,131893,3,2675.9,13.01,-0.03,5.829,6.538
5/1/00,0,110.7,104.8,-0.0782,-0.6511,98.4,2.46,3,82,NA,337.34,8.41,8.9,7.99,6.272,1543,305,857,8.62,51.5,46.9,53.2,267.69,60.28,0.44,150.97,29.01,108.74,NA,5304.4,0.3,3.2,1420.6,1418.48,2709.99,282.25,41.3,282.1,132119,4,2649.2,13.46,0.17,5.619,6.519
6/1/00,0,106.4,100.8,-0.2925,0.147,98.6,2.14,2.8,66,1.65,316.56,8.05,8.48,7.67,6.031,1572,306,793,8.22,50,47,51.4,257.98,59.94,0.41,152.47,32.5,106.84,5.3,5303.8,0.3,3.7,1454.6,1461.96,2645.37,288.75,41.3,288.9,132072,6,2647.7,13.17,-0.43,5.855,6.185
7/1/00,0,108.3,104.5,-0.5246,-0.326,98.7,1.53,1.9,68,NA,348.79,7.98,8.35,7.65,6.031,1542,303,887,8.13,52,48.5,52.5,254.72,58.72,0.37,151.49,27.43,109.61,NA,5309.9,0.4,3.7,1430.83,1473,2858.09,298.5,41.5,298.7,132251,11,2654.2,13.17,-0.49,6.219,6.146
8/1/00,0,107.3,104,-0.3309,-0.6657,98.7,1.14,1.1,58,NA,381.49,7.88,8.26,7.55,5.725,1552,302,848,7.96,50,47.1,49.9,258.16,60.86,0.34,148.65,33.12,112.6,NA,5348.4,0.2,3.4,1517.68,1485.46,2723.63,312.75,41,311.5,132236,13,2639.7,13.19,-0.67,6.307,5.973
9/1/00,0,106.8,103.4,-0.3349,0.414,98.9,1.27,1.5,54,2.95,390.29,7.98,8.35,7.62,5.802,1570,300,912,7.88,48.9,45.9,49.7,259.58,61.92,0.32,154.16,30.84,113.25,4.1,5359.5,0.2,3.5,1436.51,1468.05,2521.64,300,41.1,300.2,132371,12,2645.4,13.51,-0.72,6.21,5.851
10/1/00,0,105.8,100.7,-0.647,-0.6986,98.8,2.21,0.1,46,NA,388.08,7.95,8.34,7.55,5.751,1577,301,933,7.68,48.4,45.9,48.7,253.13,58.83,0.3,149.68,32.7,116.65,NA,5372.5,-0.3,3.4,1429.4,1390.14,2744.62,301,41.1,301.1,132356,10,2629.6,14.21,-0.77,6.389,5.807
11/1/00,0,107.6,101.6,-0.5077,-0.4598,98.8,1.88,-1.4,58,NA,364.43,7.9,8.28,7.46,5.468,1614,305,880,7.65,49.1,42.8,48.5,252.81,60.05,0.34,148.33,33.82,115.24,NA,5378.4,-1.7,3.4,1314.95,1375.04,2751.19,334.25,41.1,336,132581,9,2637.7,15.04,-0.79,6.202,5.427
12/1/00,0,98.4,90.7,-0.7365,-0.4483,98.9,2.86,-3.6,34,4.09,397.09,7.65,8.03,7.22,5.112,1543,298,983,7.13,42.1,40.4,43.9,255.81,61.34,0.33,149.54,26.8,109.56,2.9,5416.8,-3.1,3.4,1320.28,1330.93,2946.6,348,40.4,348,132723,12,2587.8,14.99,-1.16,5.895,4.976
1/1/01,0,94.7,86.4,-1.0427,-1.168,98.8,1.76,-4.7,44,NA,395.38,7.56,7.93,7.15,5.114,1699,296,936,7.15,38.4,41.8,42.3,251.91,61.12,0.28,144.55,28.66,110.52,NA,5450.5,-2.2,3.7,1366.01,1335.63,3107.76,340,40.6,340.2,132696,15,2564,13.57,-0.82,4.994,4.768
2/1/01,0,90.6,80.8,-1.0039,-0.96,98.9,1.57,-5.1,8,NA,368.84,7.49,7.87,7.1,4.896,1656,296,963,7.12,39.9,44.2,42.1,245.32,57.09,0.28,146.46,27.4,112.01,NA,5484,-0.7,3.5,1239.94,1305.75,2925.04,371.25,40.5,373.3,132767,17,2527.4,13.05,-0.39,4.859,4.656
3/1/01,1,91.5,83.9,-1.1367,-1.0864,98.8,2.54,-7.5,-6,36.52,357.39,7.41,7.85,6.98,4.917,1659,292,939,6.91,41.5,43.7,43.1,241.96,56.16,0.29,144.67,26.3,117.37,2.3,5548.1,0.1,2.9,1160.33,1185.85,2771.36,388,40.5,387.9,132742,20,2482.4,13.24,-0.42,4.286,4.557
4/1/01,1,88.4,82.2,-1.0989,-1.4146,98.4,1.82,-8.5,-20,NA,370.16,7.63,8.07,7.2,5.338,1666,294,909,7.12,45.5,39.7,42.7,244.69,57.79,0.27,141.19,28.46,115.76,NA,5607.6,0.1,3.3,1249.46,1189.84,2827.04,396.75,40.5,396.9,132460,31,2397.6,13.22,0.34,3.883,4.886
5/1/01,1,92,85.4,-1.1165,-0.9345,98.3,0.48,-7.4,-26,NA,384.33,7.68,8.07,7.29,5.381,1665,295,885,7.24,44.9,38.2,41.3,245.44,56.46,0.27,145.13,28.37,119.07,NA,5593.8,1.2,3.6,1255.82,1270.37,2945.9,394.5,40.4,401,132422,33,2379.9,12.83,1.18,3.616,4.914
6/1/01,1,92.6,86.9,-1.2114,-1.5401,98,1.21,-8.1,-46,31.54,383.87,7.56,7.97,7.18,5.412,1626,301,882,7.11,47.8,39.9,43.2,246.21,53.74,0.27,143.42,26.26,119.47,0.9,5626.3,2.1,3.2,1224.42,1238.71,2829.96,395,40.3,395,132291,26,2337,13.14,1.31,3.656,4.95
7/1/01,1,92.4,88.4,-0.9601,-0.8804,97.9,0.96,-7.9,-56,NA,377.14,7.51,7.97,7.13,5.054,1598,305,880,7.03,49.2,37.1,43.5,243.08,53.03,0.26,143.05,26.35,117.18,NA,5666,3.3,2.7,1211.23,1204.45,2906.18,398,40.6,398.1,132179,37,2323.7,12.89,1.47,3.524,4.526
8/1/01,1,91.5,85.2,-1.1197,-0.9756,97.9,0.93,-7.4,-54,NA,353.6,7.37,7.85,7.02,4.832,1615,308,866,6.92,54.3,37.6,46.3,235.45,52.06,0.26,144.13,27.2,113.42,NA,5702.1,4.5,2.7,1133.58,1178.5,2813.41,398.25,40.3,398.2,132019,32,2296.8,12.64,1.32,3.367,4.38
9/1/01,1,81.8,73.5,-1.2562,-1.481,97.5,2.32,-9.6,-66,34.59,332.25,7.56,8.03,7.17,4.588,1565,310,853,6.72,51.3,38.9,46.2,224.49,48.78,0.23,138.67,23.43,113.41,0.5,5841.4,9.6,2.6,1040.94,1044.64,2194.68,443.25,40.2,443,131778,39,2252.1,14.08,1.66,2.371,3.804
10/1/01,1,82.7,75.5,-0.9391,-1.0901,97.6,0.85,-9.2,-62,NA,325.55,7.41,7.9,7.02,4.232,1566,308,871,6.64,38.9,38.3,40.8,214.45,47.73,0.23,139.37,21.18,114.86,NA,5809.8,6.1,2.1,1059.78,1076.59,2195.84,480.75,40.1,480.8,131453,39,2214.9,13.54,2.08,2.012,3.475
11/1/01,1,83.9,76.6,-0.8165,-1.3184,97.4,0.49,-7.9,-52,NA,348.23,7.31,7.8,6.96,4.752,1651,308,924,7.02,49.1,38.9,44.1,223.98,47.45,0.21,140.3,19.44,116.13,NA,5860.4,7.2,1.9,1139.45,1129.68,2511.78,453.75,40.1,453.9,131159,37,2157.9,12.82,2.56,1.726,4.064
12/1/01,0,88.8,82.3,-0.3349,-0.5496,97.3,0.52,-5.8,-54,81.76,355.26,7.55,8.05,6.77,5.051,1680,308,979,7.16,51.4,37.6,45.3,217.33,47.18,0.23,141.07,19.84,116.75,0.2,5921.7,8.7,1.6,1148.08,1144.93,2639.99,404.75,40.2,404.9,130988,33,2144.9,12.99,3.27,1.725,4.302
1/1/02,0,93,91.3,-0.154,-0.3076,97.4,0.36,-5.2,-24,NA,348.95,7.38,7.87,6.55,5.033,1665,310,880,7.02,55.2,39.2,47.5,219.18,47.08,0.21,143.08,19.48,120.21,NA,5947,8.6,1.1,1130.2,1140.21,2797.83,408.5,40.1,410.3,130849,18,2148.4,12.77,3.31,1.757,4.371
2/1/02,0,90.7,87.2,-0.2803,-0.2974,97.3,0.18,-3.2,8,NA,343.38,7.32,7.89,6.51,4.877,1787,313,948,6.8,60.7,39.7,50.7,226.79,49.37,0.24,143.19,21.74,119.16,NA,5966.4,8.1,1.1,1106.73,1100.67,2810.93,399,40.3,396.1,130715,19,2161,12.73,3.17,1.757,4.191
3/1/02,0,95.7,92.7,-0.2018,-0.1668,97.3,-0.38,-1.5,18,32.84,365.79,7.57,8.11,6.81,5.396,1691,316,923,7.18,63.8,41.4,52.4,231.76,53.23,0.26,142.37,26.31,118.62,1.4,5959.7,7.5,1.5,1147.39,1153.79,2917.96,421.25,40.5,421,130695,14,2188.7,12.18,3.55,1.777,4.805
4/1/02,0,93,89.1,-0.0436,-0.0137,97.5,-0.07,0.3,34,NA,355.53,7.48,8.03,6.76,5.0847,1669,324,936,6.88,59.9,43,52.4,227.92,53.06,0.26,146.28,27.29,115.19,NA,5936.8,6.4,1.6,1076.92,1112.03,2704.72,429.25,40.6,429,130615,14,2212.7,11.73,3.46,1.7618,4.4049
